OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLKGRPCE20,GEOID20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,Pop20,HH20,MHI20,DAC20,Shape__Area,Shape__Length
1,06,053,001500,1,060530015001,Block Group 1,G5030,S,3348560,0,1660,726,104107,N,5213189.5392291,9856.08456978951
2,06,073,002712,2,060730027122,Block Group 2,G5030,S,337744,0,2060,540,119000,N,478610.82259102,3866.87476441462
3,06,073,018601,2,060730186012,Block Group 2,G5030,S,886725,0,1845,590,89286,N,1270705.85998409,5482.09443482328
4,06,073,018609,3,060730186093,Block Group 3,G5030,S,379311,0,3003,726,62000,Y,543812.248470705,3469.71374954392
5,06,073,019406,3,060730194063,Block Group 3,G5030,S,649440,0,1476,427,89402,N,930088.545843585,4442.14304519161
6,06,073,019503,2,060730195032,Block Group 2,G5030,S,744315,0,643,223,65972,N,1065883.96375179,4897.45310795051
7,06,037,104404,1,060371044041,Block Group 1,G5030,S,274050,0,1781,397,51094,Y,402239.31935417,2575.13889961701
8,06,037,104703,1,060371047031,Block Group 1,G5030,S,873636,0,1184,329,49063,Y,1281986.28748658,5592.62865991074
9,06,053,001700,1,060530017001,Block Group 1,G5030,S,396350,0,2195,619,75404,N,617383.149256365,4404.25739187908
10,06,053,014601,1,060530146011,Block Group 1,G5030,S,2831435,0,3369,702,78824,N,4432747.82270872,8692.06671593431
11,06,053,014302,1,060530143021,Block Group 1,G5030,S,1170877,0,2849,973,86984,N,1824251.57669658,8973.42433730738
12,06,053,014302,2,060530143022,Block Group 2,G5030,S,12811697,410482,1470,641,67716,N,20612205.5304821,22424.020206978
13,06,053,010400,1,060530104001,Block Group 1,G5030,S,660476,0,2171,468,85000,N,1031313.60252535,6530.51101573888
14,06,053,010505,1,060530105051,Block Group 1,G5030,S,437748,0,2580,592,81337,N,682772.7348354,3330.35615760831
15,06,053,010603,1,060530106031,Block Group 1,G5030,S,216470,0,1749,510,63254,N,337458.737880015,2381.91162932567
16,06,053,012700,2,060530127002,Block Group 2,G5030,S,952327,552291,601,413,42443,Y,2339135.40223905,7862.84594721159
17,06,037,104703,2,060371047032,Block Group 2,G5030,S,294603,0,1226,254,42300,Y,432292.342556815,3696.95753645316
18,06,037,104704,1,060371047041,Block Group 1,G5030,S,681800,0,1640,488,48158,Y,1000652.26862866,4377.02116011667
19,06,037,104821,2,060371048212,Block Group 2,G5030,S,177350,0,871,188,80476,N,260208.47420462,2042.36733795289
20,06,037,106407,1,060371064071,Block Group 1,G5030,S,88641,0,1734,548,30592,Y,130237.369204915,1555.35766267141
21,06,037,106408,1,060371064081,Block Group 1,G5030,S,176928,0,2957,784,51500,Y,259978.17667673,2041.6801476929
22,06,037,106642,1,060371066421,Block Group 1,G5030,S,687920,0,1047,411,127137,N,1010300.65562027,5201.35383684114
23,06,037,124903,2,060371249032,Block Group 2,G5030,S,136553,0,1166,557,78578,N,199958.30128779,1790.65697060388
24,06,037,127604,1,060371276041,Block Group 1,G5030,S,152263,0,1201,636,37171,Y,223141.044739665,2403.54094899857
25,06,037,127606,1,060371276061,Block Group 1,G5030,S,229099,0,1061,357,103884,N,335650.330583455,3595.43829954032
26,06,037,127606,2,060371276062,Block Group 2,G5030,S,314616,0,2072,774,59167,Y,460973.17038597,2737.41025885461
27,06,037,127712,1,060371277121,Block Group 1,G5030,S,272020,0,1610,732,47246,Y,398635.58308581,2638.95238004983
28,06,037,127805,1,060371278051,Block Group 1,G5030,S,80988,0,995,369,43107,Y,118665.68493278,1462.65030449852
29,06,037,127806,3,060371278063,Block Group 3,G5030,S,193581,0,959,403,44712,Y,283617.799745465,2902.19857718323
30,06,037,128801,1,060371288011,Block Group 1,G5030,S,167951,0,1510,945,53068,Y,245943.3127773,2518.74169127952
31,06,037,131701,1,060371317011,Block Group 1,G5030,S,329827,0,2936,916,81652,N,483410.32211271,2960.71182346713
32,06,037,131701,2,060371317012,Block Group 2,G5030,S,329840,0,2488,1017,72802,N,483432.333464995,2961.13064331008
33,06,037,131702,2,060371317022,Block Group 2,G5030,S,165111,0,1086,297,129303,N,241992.050082695,2476.78687181108
34,06,037,239801,1,060372398011,Block Group 1,G5030,S,124156,0,896,275,58802,Y,180953.8877921,1716.91630293357
35,06,037,239801,2,060372398012,Block Group 2,G5030,S,122422,0,1549,386,40417,Y,178428.21789926,1706.91291971572
36,06,037,240401,1,060372404011,Block Group 1,G5030,S,188935,0,1790,475,53272,Y,275255.64435894,2546.16435678901
37,06,065,043007,2,060650430072,Block Group 2,G5030,S,1445050,0,2613,739,114622,N,2094270.64110291,7534.64653381829
38,06,065,043009,1,060650430091,Block Group 1,G5030,S,2089753,0,2705,742,80909,N,3027099.61825101,7816.88300243939
39,06,065,043009,2,060650430092,Block Group 2,G5030,S,2106448,0,2344,598,121250,N,3051396.33161811,7009.10991259734
40,06,065,043010,1,060650430101,Block Group 1,G5030,S,1193167,0,2074,639,70163,N,1727567.16623825,5941.38295627341
41,06,037,240401,2,060372404012,Block Group 2,G5030,S,332629,0,2651,691,33905,Y,484631.12276082,4187.36255635764
42,06,037,408504,1,060374085041,Block Group 1,G5030,S,465634,0,2069,425,105799,N,679268.4446672,3494.39112117733
43,06,037,408504,3,060374085043,Block Group 3,G5030,S,328961,0,1439,314,76983,N,479829.135188805,2964.50909746847
44,06,037,408505,1,060374085051,Block Group 1,G5030,S,1228268,0,1160,354,117250,N,1791751.43207899,7664.09239040418
45,06,037,408631,1,060374086311,Block Group 1,G5030,S,520171,0,1642,530,67841,N,758771.815489195,3779.6680070974
46,06,037,430003,1,060374300031,Block Group 1,G5030,S,301767,0,1450,325,114665,N,441666.30527244,3057.02927128476
47,06,037,430003,2,060374300032,Block Group 2,G5030,S,11425442,0,3079,1057,106542,N,16733419.0788956,29201.6423049858
48,06,037,540000,2,060375400002,Block Group 2,G5030,S,680261,0,2790,555,55774,Y,990484.004378695,6403.84642880487
49,06,065,045118,1,060650451181,Block Group 1,G5030,S,1563715,0,1324,636,43576,Y,2266620.14457051,7481.8946384298
50,06,065,045119,2,060650451192,Block Group 2,G5030,S,647290,0,762,329,62875,Y,938318.98426394,3879.0138173025
51,06,037,431002,2,060374310022,Block Group 2,G5030,S,730935,3559,1374,479,93917,N,1075058.94992748,4494.66872174501
52,06,037,432401,1,060374324011,Block Group 1,G5030,S,613259,26650,2738,658,50385,Y,935413.46975297,5171.63055392666
53,06,037,301100,6,060373011006,Block Group 6,G5030,S,165850,3183,2068,863,61140,Y,247478.20006773,2012.41983734862
54,06,037,301204,3,060373012043,Block Group 3,G5030,S,109341,0,1050,454,42826,Y,160096.920915145,1675.3158363414
55,06,037,301206,1,060373012061,Block Group 1,G5030,S,122066,0,2851,885,83510,N,178733.79617206,1799.89062442573
56,06,037,301206,3,060373012063,Block Group 3,G5030,S,240139,0,748,354,53651,Y,351628.31867166,2482.81756814219
57,06,037,301206,4,060373012064,Block Group 4,G5030,S,185601,0,1028,331,57948,Y,271746.55046697,2190.82047716574
58,06,037,301801,1,060373018011,Block Group 1,G5030,S,102123,0,1090,432,0,Data Not Available,149491.76465799,2426.7819142389
59,06,037,109700,1,060371097001,Block Group 1,G5030,S,591806,0,2011,596,130147,N,868550.643189915,4194.36469065624
60,06,037,109700,2,060371097002,Block Group 2,G5030,S,585433,0,1533,519,76313,N,859217.664793485,4774.02920202335
61,06,037,121102,3,060371211023,Block Group 3,G5030,S,625547,0,917,227,55795,Y,917377.99164023,5536.9746609311
62,06,081,601501,2,060816015012,Block Group 2,G5030,S,227983,0,1326,435,81277,N,364519.68722471,2915.90674320669
63,06,065,045120,1,060650451201,Block Group 1,G5030,S,1916295,1137,488,285,65139,N,2776729.40226584,8118.08195025349
64,06,065,045120,2,060650451202,Block Group 2,G5030,S,648282,0,2332,789,46584,Y,938466.385530795,4686.3329679614
65,06,037,121802,1,060371218021,Block Group 1,G5030,S,474996,0,1174,288,74821,N,696462.48943284,4220.24083045358
66,06,037,123601,3,060371236013,Block Group 3,G5030,S,737510,3595,1749,606,56563,Y,1085449.4964756,5745.54258749278
67,06,037,123902,2,060371239022,Block Group 2,G5030,S,352626,0,1385,560,72805,N,516468.162310285,3838.58272746209
68,06,037,124104,2,060371241042,Block Group 2,G5030,S,162139,0,840,242,78088,N,237529.169931075,1949.60137335973
69,06,037,124400,1,060371244001,Block Group 1,G5030,S,335669,8951,1174,474,70691,N,504749.401849075,2964.48709643601
70,06,037,124500,1,060371245001,Block Group 1,G5030,S,437449,0,1399,544,96875,N,640628.985642995,3676.30894333319
71,06,037,134522,1,060371345221,Block Group 1,G5030,S,222424,0,1301,455,50697,Y,325996.71661231,2622.60647284536
72,06,037,134905,1,060371349051,Block Group 1,G5030,S,736365,0,3726,2010,71484,N,1078729.70630634,4285.7646630229
73,06,037,141101,2,060371411012,Block Group 2,G5030,S,110472,4056,2137,934,49353,Y,167647.934249765,2223.75100692666
74,06,037,214902,1,060372149021,Block Group 1,G5030,S,321852,0,1010,612,99167,N,470282.234507565,2986.05319209229
75,06,037,214902,2,060372149022,Block Group 2,G5030,S,185339,0,1568,971,101745,N,270791.698393605,2366.81440292307
76,06,037,217001,1,060372170011,Block Group 1,G5030,S,268367,0,1371,395,141172,N,391909.334396075,2607.27164726416
77,06,081,601502,1,060816015021,Block Group 1,G5030,S,225485,0,2690,697,78575,N,360542.22895177,2586.62368812241
78,06,081,601502,2,060816015022,Block Group 2,G5030,S,109439,0,861,276,67000,N,174971.128871725,1680.01165801806
79,06,081,601601,2,060816016012,Block Group 2,G5030,S,3025615,0,1462,499,90417,N,4838844.003302,9871.51738997445
80,06,081,601603,1,060816016031,Block Group 1,G5030,S,597495,0,3095,820,147857,N,954982.857268,5425.68445312188
81,06,081,601603,2,060816016032,Block Group 2,G5030,S,288286,0,1765,453,97216,N,460680.651474975,3212.3954821275
82,06,081,604900,1,060816049001,Block Group 1,G5030,S,1006634,0,1912,685,146250,N,1606012.29920301,6616.04374993569
83,06,071,004503,2,060710045032,Block Group 2,G5030,S,3942997,0,1175,404,71087,N,5783024.18193356,11006.0497506367
84,06,071,004104,1,060710041041,Block Group 1,G5030,S,2601138,0,3382,608,32402,Y,3807751.00493202,10876.313367889
85,06,071,002109,2,060710021092,Block Group 2,G5030,S,3063664,0,1258,640,80673,N,4476354.46100975,9473.84727058345
86,06,071,003102,2,060710031022,Block Group 2,G5030,S,321934,0,1354,393,28523,Y,470577.906028955,2918.54218434078
87,06,071,003404,3,060710034043,Block Group 3,G5030,S,121298,0,1244,378,66000,N,177366.38766256,1703.69973413503
88,06,071,003605,1,060710036051,Block Group 1,G5030,S,648739,0,2341,494,100069,N,948076.613397445,3896.55254465967
89,06,037,218701,2,060372187012,Block Group 2,G5030,S,321447,0,1200,461,61375,Y,469286.63777995,2897.74483204215
90,06,037,219700,2,060372197002,Block Group 2,G5030,S,179991,0,1055,387,32282,Y,262747.341692715,2720.71923669809
91,06,037,219901,3,060372199013,Block Group 3,G5030,S,207872,0,1298,392,47833,Y,303436.72066334,2685.37339625742
92,06,037,219902,3,060372199023,Block Group 3,G5030,S,159730,0,692,264,85852,N,233169.266720015,2312.52144852326
93,06,037,224410,1,060372244101,Block Group 1,G5030,S,246901,0,1384,631,25458,Y,360432.85529151,3990.26482489032
94,06,037,231720,2,060372317202,Block Group 2,G5030,S,133544,0,913,290,0,Data Not Available,194825.666539055,2370.09618158152
95,06,037,231800,1,060372318001,Block Group 1,G5030,S,145101,0,971,275,27153,Y,211690.568031305,2049.46495124908
96,06,037,234501,2,060372345012,Block Group 2,G5030,S,531382,0,1947,580,73125,N,775047.388663445,3731.27974834307
97,06,037,237401,3,060372374013,Block Group 3,G5030,S,174548,0,2082,491,66250,N,254475.794439925,2569.15739358171
98,06,037,237402,2,060372374022,Block Group 2,G5030,S,175930,0,1605,381,93750,N,256488.4353667,2576.54842604921
99,06,037,239201,3,060372392013,Block Group 3,G5030,S,146964,0,731,236,36579,Y,214295.27094327,2301.48639387774
100,06,037,241001,2,060372410012,Block Group 2,G5030,S,331392,0,1738,337,30689,Y,482587.338784245,3279.33054055345
101,06,071,003605,2,060710036052,Block Group 2,G5030,S,649438,0,1910,607,69250,N,949098.79790192,3898.137805864
102,06,071,003505,3,060710035053,Block Group 3,G5030,S,531893,0,3001,654,64000,N,777971.92546077,3906.77960054987
103,06,071,003603,1,060710036031,Block Group 1,G5030,S,651454,0,2256,492,84615,N,952207.92000342,3900.28719338773
104,06,061,021040,2,060610210402,Block Group 2,G5030,S,1130296,0,1459,950,60526,Y,1862163.19985638,7241.36276474326
105,06,061,021039,2,060610210392,Block Group 2,G5030,S,998459,0,607,361,71394,N,1645447.81710329,5313.00187889217
106,06,061,021044,2,060610210442,Block Group 2,G5030,S,874910,0,1986,717,119567,N,1441510.15974001,4911.21589322965
107,06,061,021106,1,060610211061,Block Group 1,G5030,S,1131365,0,860,322,104412,N,1865379.09205021,8131.99668767633
108,06,037,990300,0,060379903000,Block Group 0,G5030,S,0,143309039,0,0,0,Data Not Available,207618093.825357,109189.30969523
109,06,037,900104,3,060379001043,Block Group 3,G5030,S,14387059,146725,2209,734,45661,Y,21503400.180122,20543.6400790213
110,06,037,900602,2,060379006022,Block Group 2,G5030,S,3828940,0,2641,760,41453,Y,5679797.22944834,9752.69605680465
111,06,037,503105,2,060375031052,Block Group 2,G5030,S,695060,8440,2043,509,79583,N,1024410.98003702,4683.99922983658
112,06,037,503106,2,060375031062,Block Group 2,G5030,S,154203,0,479,197,0,Data Not Available,224531.96613905,2200.24113366444
113,06,061,021106,2,060610211062,Block Group 2,G5030,S,1018445,0,1543,546,98182,N,1678976.67971052,5252.32218888963
114,06,071,007603,2,060710076032,Block Group 2,G5030,S,378872,0,1858,638,36548,Y,554178.06915256,3124.658029587
115,06,071,007409,1,060710074091,Block Group 1,G5030,S,645554,0,2321,584,51154,Y,944382.239864585,3891.42097915777
116,06,071,010009,1,060710100091,Block Group 1,G5030,S,4977792,0,2029,641,67788,N,7340514.21039649,12699.3159597562
117,06,071,009109,4,060710091094,Block Group 4,G5030,S,11686899,0,2253,607,63597,N,17220374.6098516,17591.5826057219
118,06,071,002103,2,060710021032,Block Group 2,G5030,S,205375,0,833,327,98125,N,300293.29423041,2511.27976952509
119,06,071,002105,1,060710021051,Block Group 1,G5030,S,1710621,0,3128,1230,61226,Y,2500867.85414325,7610.50446853587
120,06,071,008100,1,060710081001,Block Group 1,G5030,S,1003217,0,877,378,75938,N,1465252.67236863,6152.19146241075
121,06,037,531301,4,060375313014,Block Group 4,G5030,S,118355,0,1364,337,68194,N,172727.30775222,1669.06011756434
122,06,037,531302,2,060375313022,Block Group 2,G5030,S,325063,0,1912,380,66071,N,474357.434303465,3891.75735898014
123,06,037,533001,2,060375330012,Block Group 2,G5030,S,236606,0,2489,571,35865,Y,344940.39781364,2491.29332327024
124,06,037,533002,1,060375330021,Block Group 1,G5030,S,127597,0,1369,308,37778,Y,186021.34534528,2012.11621247487
125,06,073,003305,3,060730033053,Block Group 3,G5030,S,536110,0,3000,746,41163,Y,759094.634931735,4158.37509381368
126,06,073,012502,3,060730125023,Block Group 3,G5030,S,241464,0,1213,356,59911,Y,341517.381991885,2608.37190224975
127,06,037,540202,3,060375402023,Block Group 3,G5030,S,216261,0,2601,511,39531,Y,314953.319720615,2505.67692571831
128,06,037,540203,1,060375402031,Block Group 1,G5030,S,590823,0,2953,633,41114,Y,860322.307371655,4129.6732146627
129,06,037,540203,2,060375402032,Block Group 2,G5030,S,174848,0,1337,316,41964,Y,254619.6951177,2471.05763136125
130,06,037,540300,1,060375403001,Block Group 1,G5030,S,460913,0,1563,384,74695,N,671323.398296965,4519.60488417249
131,06,037,540300,2,060375403002,Block Group 2,G5030,S,392394,0,958,230,66875,N,571487.80055897,3578.31667223839
132,06,037,540300,3,060375403003,Block Group 3,G5030,S,475148,0,482,135,85304,N,691929.09363573,5169.92328751988
133,06,037,540300,4,060375403004,Block Group 4,G5030,S,203516,0,1831,472,61667,Y,296396.49216525,2365.64301412086
134,06,037,540400,1,060375404001,Block Group 1,G5030,S,140321,0,1034,234,45333,Y,204369.975884985,1979.07080867222
135,06,037,540400,2,060375404002,Block Group 2,G5030,S,199304,0,1009,223,47344,Y,290248.168950365,2122.73579381192
136,06,037,540501,1,060375405011,Block Group 1,G5030,S,258537,0,720,191,65341,N,376457.228264955,3140.94194797329
137,06,099,000201,1,060990002011,Block Group 1,G5030,S,768463,0,1065,444,71019,N,1231545.19271235,4708.6260219077
138,06,071,008601,4,060710086014,Block Group 4,G5030,S,934015,15096,2817,999,56250,Y,1386743.12037415,5280.98831657592
139,06,071,008709,3,060710087093,Block Group 3,G5030,S,1045733,0,2440,777,49896,Y,1525954.45899953,5850.87910691962
140,06,071,008710,3,060710087103,Block Group 3,G5030,S,609355,0,1491,578,48750,Y,889311.30736719,3892.96763225591
141,06,071,008710,1,060710087101,Block Group 1,G5030,S,590661,0,1291,595,19750,Y,862030.19131036,3785.35222186762
142,06,071,002018,2,060710020182,Block Group 2,G5030,S,934941,0,2168,817,75375,N,1368180.62170564,5706.72095750261
143,06,099,000201,2,060990002012,Block Group 2,G5030,S,1872713,55433,2042,794,144375,N,3090849.19659794,10295.7900530888
144,06,099,000201,3,060990002013,Block Group 3,G5030,S,453330,0,753,380,42230,Y,726706.212434055,3888.43140645864
145,06,099,000201,5,060990002015,Block Group 5,G5030,S,652589,0,1463,469,63854,N,1046031.19543126,4667.93355626712
146,06,099,000202,1,060990002021,Block Group 1,G5030,S,456912,0,753,324,49828,Y,732322.579840215,3506.41593934747
147,06,099,000202,3,060990002023,Block Group 3,G5030,S,948742,0,1422,596,72900,N,1520294.4041469,7372.90259331509
148,06,099,000301,1,060990003011,Block Group 1,G5030,S,728115,37553,1435,466,44417,Y,1226315.03518645,6150.39221819559
149,06,099,000302,1,060990003021,Block Group 1,G5030,S,419634,0,758,248,53167,Y,672074.82708175,3683.26138754828
150,06,099,000302,2,060990003022,Block Group 2,G5030,S,493624,0,493,226,65227,N,790590.93589588,5504.63013859656
151,06,099,003802,3,060990038023,Block Group 3,G5030,S,1157292,0,1756,624,39890,Y,1841071.83660048,7837.64729833766
152,06,099,003802,4,060990038024,Block Group 4,G5030,S,327307,0,1515,483,22802,Y,520757.522340465,3076.10322052762
153,06,099,003803,1,060990038031,Block Group 1,G5030,S,754786,0,1530,401,58646,Y,1200721.70836776,5136.34257478157
154,06,071,009906,1,060710099061,Block Group 1,G5030,S,1154350,0,1858,487,74141,N,1702757.64825277,6044.20449288535
155,06,097,150204,1,060971502041,Block Group 1,G5030,S,645008,0,897,520,107838,N,1048602.67663094,4156.81663842246
156,06,097,150611,2,060971506112,Block Group 2,G5030,S,1054690,0,635,184,203250,N,1712047.18321318,6771.24594387354
157,06,097,150607,3,060971506073,Block Group 3,G5030,S,1198261,0,883,274,146429,N,1946849.68196994,7116.64330966516
158,06,097,154201,3,060971542013,Block Group 3,G5030,S,10858664,1545,768,206,66714,N,17899713.1815064,23078.4678871358
159,06,097,150306,3,060971503063,Block Group 3,G5030,S,11929628,0,2122,857,83164,N,19422168.6701322,31654.9837349549
160,06,097,151311,5,060971513115,Block Group 5,G5030,S,1487645,0,715,269,0,Data Not Available,2421222.8430094,7325.97263773838
161,06,097,151311,2,060971513112,Block Group 2,G5030,S,382869,0,1228,566,67193,N,623181.89111233,4316.71752169646
162,06,037,301203,1,060373012031,Block Group 1,G5030,S,238413,0,1958,814,70116,N,349113.37992134,2562.41670889323
163,06,037,301203,2,060373012032,Block Group 2,G5030,S,309021,0,2618,1093,63199,N,452509.54600036,2755.98114096049
164,06,081,613200,1,060816132001,Block Group 1,G5030,S,10089852,139807,1394,560,193077,N,16241629.570731,21509.5689047924
165,06,071,002604,4,060710026044,Block Group 4,G5030,S,232801,0,1050,271,64453,N,339874.03335591,3324.6171775516
166,06,071,004403,2,060710044032,Block Group 2,G5030,S,292734,0,1180,314,58750,Y,427954.6131789,3101.39532431487
167,06,071,002027,3,060710020273,Block Group 3,G5030,S,672899,0,1731,592,55926,Y,984227.488815555,3981.88603125968
168,06,071,000117,4,060710001174,Block Group 4,G5030,S,382189,0,672,186,144777,N,557307.234274495,4645.77351522703
169,06,071,002019,2,060710020192,Block Group 2,G5030,S,663408,0,3374,1040,78000,N,970838.001293955,4815.10132342537
170,06,097,151601,1,060971516011,Block Group 1,G5030,S,736528,0,772,479,70208,N,1202640.44412765,5678.4617616543
171,06,097,153806,2,060971538062,Block Group 2,G5030,S,239951,0,975,262,59300,Y,392861.790385265,2667.43645398148
172,06,097,153806,1,060971538061,Block Group 1,G5030,S,439120,0,834,333,113375,N,719228.760177115,3364.34130164426
173,06,071,002029,3,060710020293,Block Group 3,G5030,S,495692,0,768,268,86346,N,725289.912737225,4285.6702839907
174,06,071,003609,2,060710036092,Block Group 2,G5030,S,480893,0,1245,386,57955,Y,702775.249771035,3898.57220777595
175,06,071,000109,5,060710001095,Block Group 5,G5030,S,720734,0,1213,440,102378,N,1050619.31624621,4439.27061231142
176,06,071,010012,3,060710100123,Block Group 3,G5030,S,6794983,62726,1594,486,80707,N,10108937.5686672,16714.3363920205
177,06,071,000401,4,060710004014,Block Group 4,G5030,S,2069355,0,1765,604,105000,N,3018725.76465866,8607.67182638191
178,06,085,503312,1,060855033121,Block Group 1,G5030,S,133910,0,542,192,125682,N,212290.982278145,1983.83315290209
179,06,085,503329,1,060855033291,Block Group 1,G5030,S,499476,0,2189,605,220592,N,791031.647423155,3974.71328933007
180,06,085,503333,1,060855033331,Block Group 1,G5030,S,891145,0,1604,418,161786,N,1410848.83091177,5458.42705106526
181,06,085,506401,2,060855064012,Block Group 2,G5030,S,179410,0,1631,672,81884,N,284147.16410158,2242.61369462145
182,06,037,533103,1,060375331031,Block Group 1,G5030,S,121659,0,1503,404,36912,Y,177361.541286155,1826.15727241172
183,06,037,533105,1,060375331051,Block Group 1,G5030,S,190891,0,2519,660,41797,Y,278328.22353747,2133.44296782721
184,06,037,533201,2,060375332012,Block Group 2,G5030,S,264890,0,1831,450,44615,Y,386216.15512549,2687.90660257562
185,06,085,500800,1,060855008001,Block Group 1,G5030,S,827393,0,1961,834,64900,N,1310887.38061715,7274.44574738692
186,06,085,501800,2,060855018002,Block Group 2,G5030,S,380637,0,1329,420,158088,N,602906.84685783,4072.24898776496
187,06,099,000302,3,060990003023,Block Group 3,G5030,S,439626,45038,1068,363,56295,Y,776308.51210306,5918.51927399495
188,06,099,000303,2,060990003032,Block Group 2,G5030,S,506071,0,1546,498,83750,N,810397.368075525,4306.99709248536
189,06,099,000303,3,060990003033,Block Group 3,G5030,S,639486,0,1783,694,44429,Y,1024027.58963174,3980.99187321049
190,06,099,000304,1,060990003041,Block Group 1,G5030,S,327155,0,1391,403,60406,Y,523906.774700225,3068.76155051209
191,06,099,000404,1,060990004041,Block Group 1,G5030,S,383418,0,1609,608,35505,Y,613353.85992084,3281.88316004791
192,06,099,000404,3,060990004043,Block Group 3,G5030,S,872811,0,3118,996,57031,Y,1396402.23808668,5835.59432669441
193,06,099,002602,3,060990026023,Block Group 3,G5030,S,1083709,0,1398,435,57083,Y,1728591.10651968,5706.4987803258
194,06,099,002603,1,060990026031,Block Group 1,G5030,S,454709,0,1302,272,67813,N,725576.703215455,3458.74468208238
195,06,099,002603,2,060990026032,Block Group 2,G5030,S,839854,0,2460,646,87778,N,1340417.47863311,4669.85478292819
196,06,099,002604,1,060990026041,Block Group 1,G5030,S,584454,0,1642,458,63578,N,932828.964315385,3860.88667002104
197,06,099,002602,1,060990026021,Block Group 1,G5030,S,764846,0,1081,259,39875,Y,1220251.72212053,5345.15867724526
198,06,075,020401,2,060750204012,Block Group 2,G5030,S,80156,0,720,356,193889,N,128453.390232015,1917.43944944894
199,06,075,020402,1,060750204021,Block Group 1,G5030,S,158153,0,813,565,101719,N,253388.32158368,3076.64166237828
200,06,075,020402,2,060750204022,Block Group 2,G5030,S,196848,0,1506,817,109063,N,315420.094874175,3769.65133914018
201,06,075,022704,1,060750227041,Block Group 1,G5030,S,267877,0,1298,630,227500,N,429343.603814165,2740.14093146358
202,06,075,022704,2,060750227042,Block Group 2,G5030,S,148173,0,1147,409,250001,N,237466.795017945,2196.0884551291
203,06,075,025701,1,060750257011,Block Group 1,G5030,S,188421,0,1436,450,107373,N,301734.11659954,2295.30476504518
204,06,075,025701,3,060750257013,Block Group 3,G5030,S,153519,0,2001,537,96728,N,245837.62512993,2223.54669731366
205,06,075,025702,1,060750257021,Block Group 1,G5030,S,129034,0,979,284,0,Data Not Available,206610.87041525,2218.81624309726
206,06,075,031201,1,060750312011,Block Group 1,G5030,S,189186,0,3344,793,81289,N,302883.72396366,2909.54737850484
207,06,075,031201,2,060750312012,Block Group 2,G5030,S,123784,0,1587,453,86134,N,198184.843201925,1966.34322036679
208,06,075,031201,4,060750312014,Block Group 4,G5030,S,107802,0,1167,420,92800,N,172584.7235768,1688.47278021086
209,06,075,031202,1,060750312021,Block Group 1,G5030,S,126069,0,1436,455,97946,N,201823.15511102,2119.97233300252
210,06,075,031202,2,060750312022,Block Group 2,G5030,S,183351,0,1870,365,127679,N,293527.93308956,2485.10113394891
211,06,075,031301,1,060750313011,Block Group 1,G5030,S,121432,0,1087,471,0,Data Not Available,194408.977944125,1945.20873903418
212,06,075,031301,3,060750313013,Block Group 3,G5030,S,146034,0,1438,705,150162,N,233787.801830255,1957.0123980934
213,06,037,540202,1,060375402021,Block Group 1,G5030,S,121405,0,2200,544,42984,Y,176819.90969224,1841.79904718996
214,06,037,540600,2,060375406002,Block Group 2,G5030,S,434040,0,1832,333,53505,Y,632030.83177744,3297.85274640385
215,06,037,540700,2,060375407002,Block Group 2,G5030,S,428047,7356,2051,473,62750,Y,634013.15101162,3318.81976065452
216,06,053,012800,2,060530128002,Block Group 2,G5030,S,1545232,0,1219,658,88333,N,2401342.76453693,12826.9759677357
217,06,053,012401,1,060530124011,Block Group 1,G5030,S,561273,555380,1205,660,77857,N,1736986.59652743,8933.53478504473
218,06,053,011202,1,060530112021,Block Group 1,G5030,S,1000030,0,3001,579,77604,N,1543812.20861448,5107.65330526654
219,06,053,011203,2,060530112032,Block Group 2,G5030,S,1177752,0,3281,727,65694,N,1817602.00663239,6184.54785097372
220,06,053,011204,2,060530112042,Block Group 2,G5030,S,1937880,541,3139,669,68393,N,2991493.83769572,6982.614514245
221,06,053,011203,1,060530112031,Block Group 1,G5030,S,393371,0,1140,327,50417,Y,607171.502126345,3709.31730823489
222,06,065,043206,4,060650432064,Block Group 4,G5030,S,132693,0,743,201,71250,N,191625.358688735,1792.27246984326
223,06,065,043211,3,060650432113,Block Group 3,G5030,S,612557,0,2142,547,127578,N,884614.02899829,4322.46156859047
224,06,065,043211,4,060650432114,Block Group 4,G5030,S,998673,0,1936,435,93150,N,1442187.90012729,6683.59182127658
225,06,065,043227,1,060650432271,Block Group 1,G5030,S,628589,0,874,322,125769,N,908310.17894953,4209.20919989128
226,06,065,043227,2,060650432272,Block Group 2,G5030,S,1242207,0,3399,750,119031,N,1794926.02165582,6330.26623887259
227,06,065,043316,1,060650433161,Block Group 1,G5030,S,487220,0,806,403,37292,Y,706181.430667455,3484.60491271091
228,06,065,043506,3,060650435063,Block Group 3,G5030,S,648615,0,1803,458,0,Data Not Available,940880.97159846,3879.78783766879
229,06,065,045122,1,060650451221,Block Group 1,G5030,S,1052574,0,627,293,175469,N,1525308.6556585,6106.74830590131
230,06,065,045123,1,060650451231,Block Group 1,G5030,S,1561996,0,1062,473,107411,N,2263477.23081305,6262.03193977022
231,06,065,045123,2,060650451232,Block Group 2,G5030,S,1651136,122059,1188,563,83060,N,2570089.2554359,6830.65056757765
